domain_id,parent_domain_id,domain_family,domain_name,domain_type,source_systems,source_crosswalk_state,default_work_pattern_ids,default_artifact_classes,default_constraint_classes,professional_authority_required,safety_criticality,atlas_status
D1705,D1700,CROSSCUTTING,Policy and control assurance,DOMAIN,SRC-DIO-META|SRC-COFOG99,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP04|WP07,policy|control|evidence,organizational_authority,true,HIGH,FEDERATION_SEED
D1706,D1700,CROSSCUTTING,Contract obligation assurance,DOMAIN,SRC-DIO-META|SRC-CPC3,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP05|WP11,contract|obligation|evidence,contract_authority,true,HIGH,FEDERATION_SEED
D1707,D1700,CROSSCUTTING,Performance and achievement evidence,DOMAIN,SRC-DIO-META|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP03|WP11,objective|activity|evidence,review_authority,true,MEDIUM,FEDERATION_SEED
D1708,D1700,CROSSCUTTING,Research integrity and evidence review,DOMAIN,SRC-DIO-META|SRC-FORD15,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP11,claim|source|citation|revision,research_integrity|academic_authority,true,HIGH,FEDERATION_SEED
D1709,D1700,CROSSCUTTING,Document transformation and publication,DOMAIN,SRC-DIO-META|SRC-CPC3,FAMILY_ALIGNED_NOT_CODE_EXACT,WP02|WP10|WP11,document|semantic_units|publication,copyright|release_authority,false,MEDIUM,FEDERATION_SEED
D1710,D1700,CROSSCUTTING,Market discovery and offer experimentation,DOMAIN,SRC-DIO-META|SRC-CPC3,FAMILY_ALIGNED_NOT_CODE_EXACT,WP12|WP13,signal|hypothesis|offer|measurement,spend_authority|publication_authority,false,HIGH,FEDERATION_SEED
D1711,D1700,CROSSCUTTING,Customer intake and case orchestration,DOMAIN,SRC-DIO-META|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP08|WP09,communication|case|attachment,privacy|send_authority,true,HIGH,FEDERATION_SEED
D1712,D1700,CROSSCUTTING,Evidence and proof-room operations,DOMAIN,SRC-DIO-META,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP11,evidence|manifest|receipt|room,disclosure_authority,true,HIGH,FEDERATION_SEED
D1713,D1700,CROSSCUTTING,AI governance and agent authority,DOMAIN,SRC-DIO-META|SRC-ESCO121|SRC-IPC202601,FAMILY_ALIGNED_NOT_CODE_EXACT,WP02|WP07|WP09|WP11,model|evaluation|control|lease,AI_governance|execution_authority,true,VERY_HIGH,FEDERATION_SEED
D1714,D1700,CROSSCUTTING,Incident evidence and chronology,DOMAIN,SRC-DIO-META|SRC-COFOG99,FAMILY_ALIGNED_NOT_CODE_EXACT,WP02|WP07|WP11,event|timeline|evidence,response_authority,true,HIGH,FEDERATION_SEED
D1715,D1700,CROSSCUTTING,Accessibility and inclusive publication,DOMAIN,SRC-DIO-META|SRC-CPC3,FAMILY_ALIGNED_NOT_CODE_EXACT,WP04|WP10,content|accessibility_profile|publication,accessibility_standard|release_authority,false,HIGH,FEDERATION_SEED
D1716,D1700,CROSSCUTTING,Due diligence,DOMAIN,SRC-DIO-META|SRC-CPC3,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP02|WP11,question|evidence|contradiction,confidentiality|professional_scope,true,HIGH,FEDERATION_SEED
D1717,D1700,CROSSCUTTING,Vendor and third-party assurance,DOMAIN,SRC-DIO-META|SRC-CPC3,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP04|WP05|WP07,vendor|questionnaire|evidence|risk,procurement|security|privacy,true,HIGH,FEDERATION_SEED
D1718,D1700,CROSSCUTTING,Change and release assurance,DOMAIN,SRC-DIO-META|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP01|WP07|WP09|WP11,change|test|release_case,release_authority|safety,true,VERY_HIGH,FEDERATION_SEED
D1719,D1700,CROSSCUTTING,Continuous control monitoring,DOMAIN,SRC-DIO-META|SRC-ESCO121,FAMILY_ALIGNED_NOT_CODE_EXACT,WP07,baseline|telemetry|drift,monitoring_authority|privacy,true,HIGH,FEDERATION_SEED
D1720,D1700,CROSSCUTTING,Semantic and taxonomy management,DOMAIN,SRC-ESCO121|SRC-DIO-META,FAMILY_ALIGNED_NOT_CODE_EXACT,WP02|WP10|WP13,term|taxonomy|semantic_object,provenance|versioning,false,MEDIUM,FEDERATION_SEED
D1800,D000,UNKNOWN,Unknown or unseen domain,DOMAIN,SRC-DIO-META,DIO_DEFINED,WP13,task_morphology,unknown_constraints,false,VARIABLE,UNKNOWN_DOMAIN_TEST_ONLY
