title,phase,subject_family,language_guess,recommended_blueprint,signals_source_based,signals_essay_or_extended_response,signals_case_study,signals_data_graph_diagram,signals_practical_investigation,signals_project_or_sba,signals_oral_or_performance,signals_calculation_problem,signals_formal_test_or_exam,path,sha256
Siswati,foundation_grade_r_3,language,Siswati,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_life_skills_siswati_gr_r-3_fs.pdf,40205917a85cba3531e5582358c92ac5e7c211319ae9d3e2f108133a07ead943
Siswati,foundation_grade_r_3,language,Siswati,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_sal_siswati_fp.pdf,001b42e837452f19711ed2d19218be8c6dc093c64e584e9d49c52cdad81a32b0
Siswati,foundation_grade_r_3,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_maths_siswati_gr_1-3_fs.pdf,d2f6c55c0fbdbf73fef043198f5ce1aced8b8acb8ea730c1b788c27b71181b9a
Siswati,foundation_grade_r_3,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_maths_siswati_gr_r_fs.pdf,53f371b85c31b3ce5f03dda165a60413854848c84262702667a9694b53d20dfc
Siswati,foundation_grade_r_3,language,Siswati,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_siswati_hl_mgrades_r-3_fs.pdf,e279e2e1c819844923c506702170c131670e094edd1715e06cfe2b43789cc4e0
Tshivenda,foundation_grade_r_3,language,English,language_integrated_assessment,False,False,False,False,False,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_maths_tshivenda_gr_r_fs.pdf,aa89353b0631dd2a2e7486dbf285037aae4b2c2dd553b09631f81e5e6d1af253
Tshivenda,foundation_grade_r_3,language,Tshivenda,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_life_skills_tshivenda_gr_r-3_fs.pdf,4a2fce05f24efd40d54cf21719dc18d66979ca933d2bc60009a3c72ac8b4bd2c
Tshivenda,foundation_grade_r_3,language,Tshivenda,language_integrated_assessment,False,False,False,True,True,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_tshivenda_hl_grades_r-3_fs.pdf,8f8d47ece284c88ce7f81f3bb879f4c834ffef6c747230905494c20371d326c9
Tshivenda,foundation_grade_r_3,language,English,language_integrated_assessment,False,False,False,False,False,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_maths_tshivenda_gr_1-3_fs.pdf,7a0bc8eb5bc522a1741eccb79ab184afa2fcce8b6d1244d485692619dd046ab7
Tshivenda,foundation_grade_r_3,language,Tshivenda,language_integrated_assessment,False,False,False,True,False,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_sal_venda_fp.pdf,827222f3c51b31065e652bc27bdc2a5c9778e74130be5d9b79a61339d73898da
Xitsonga,foundation_grade_r_3,language,Xitsonga,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_life_skills_xitsonga_gr_r-3_fs.pdf,657b5203ec3c1480551956ca6f11ec3f3ec5ed28c244dc0eef14b84f92d89ae3
Xitsonga,foundation_grade_r_3,language,English,language_integrated_assessment,False,False,False,False,True,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_maths_xitsonga_gr_r_fs.pdf,bca011fd71a596bfd0e448b6966f464e442601ff8bb8d8f80ae09d3282af8e8c
Xitsonga,foundation_grade_r_3,language,Xitsonga,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_sal_xitsonga_fp.pdf,0177ae99f219ef0b1b95bbd9c97e6d1a61ac4c5eefeb5f9edce5599011fd52e8
Xitsonga,foundation_grade_r_3,language,Xitsonga,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_xitsonga_fal_gr_1-3_fs.pdf,a0816e15349be5772d09962dbd5e4fa4e7038cbbdce45c1b62ed27cccaa10823
Xitsonga,foundation_grade_r_3,language,Xitsonga,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_xitsonga_hl_grades_r-3_fs.pdf,92dc6b6a3b08740a7d09dc579bec8d1780523580f6d72870875e08099b12e7e1
Xitsonga,foundation_grade_r_3,language,English,language_integrated_assessment,False,False,False,False,True,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/foundation_grade_r_3/caps_maths_xitsonga_gr_1-3_fs.pdf,fd14194564ae91d7892668355d01b29d244ce64398e151e5045a08f96cf7dd76
Afrikaans,intermediate_grade_4_6,language,Afrikaans,language_integrated_assessment,False,False,False,True,True,True,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_fal_afrikaans_gr_4-6_web.pdf,b4f9ebf244692d05c60f37ea14cd1aba5815464768d2a901f077d4f7e233566c
Afrikaans,intermediate_grade_4_6,language,Afrikaans,language_integrated_assessment,False,False,False,True,True,True,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_home_afrikaans_gr_4-6_web.pdf,7341083f52d6bfa0c8f40ed3e6c80a34046295238e316ad1ef3edaab6ec2e8df
Afrikaans,intermediate_grade_4_6,language,Afrikaans,language_integrated_assessment,False,False,False,True,False,True,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_sal_afrikaans_gr_4-6_web.pdf,994b97888f999f3cf8ac1f1b282c12626815db216a033958a87b9a687246bb39
English,intermediate_grade_4_6,language,English,language_integrated_assessment,True,True,False,True,True,False,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_sal_english_gr_4-6_web.pdf,552d904fc74ee48aee66ad98c914a4cd2d1ddd5239f620d6767f68e55827fdb1
English,intermediate_grade_4_6,language,English,language_integrated_assessment,True,True,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_fal_english_gr_4-6_web.pdf,1172026a8713e415fe6e1d0bde3406857cdda19d54d5df2b06699eec9ba0a651
English,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/ip_coding_and_robotics_caps_fin_oct_2025.pdf,0d87e20bcc5d3ea8f09db31a07c9b6d6bf5de2f837455c4f048aa2362ff272d8
English,intermediate_grade_4_6,language,English,language_integrated_assessment,True,True,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_home_english_gr_4-6_web.pdf,b3c330f27b30be425c8dd9027e1496e162be71d8a062c124c719af80220fa039
French,intermediate_grade_4_6,other,Unknown,source_based_plus_extended_response,True,True,False,True,True,False,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/french_caps_second_additional_language_grades_4-6_final_12_01_2017.pdf,53e6e9e8e6c352bb290894e8eeb558310654d865d19621f9e155657267e577b6
German,intermediate_grade_4_6,other,Unknown,source_based_plus_extended_response,True,True,False,True,True,False,True,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_german_sal_ip_final.pdf,0a0779d9c34bba24576acb5ae19c61884b690f2d41af2eea056a441d6aefc803
Intermediate Phase (Grade 4-6),intermediate_grade_4_6,other,Unknown,source_based_plus_extended_response,True,True,False,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_sasignlanguage_hl_ip_gr_4-6.pdf,3b0ddb139859817233236787393e9fe54d278e6eb2c679e18f5c9e945e6cd46d
IsiNdebele,intermediate_grade_4_6,other,English,structured_test_or_task,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_home_isindebele_gr_10-12_web.pdf,bc6973f9aa6172f462781cc1863a1046ab19b10212c955404d598549c5ffab0b
IsiNdebele,intermediate_grade_4_6,other,English,structured_test_or_task,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_fal_isindebele_gr_4-6_web.pdf,30694641c13d8b379eae98edf2b9e9f8a50a3b0a031cab4e17d24b7c94dc203f
IsiNdebele,intermediate_grade_4_6,other,English,structured_test_or_task,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_sal_isindebele_gr_10-12_web.pdf,a8b26ae2ed39bf5e2d7fc0a47b78e4c719ba998d8b0b9e03e0395039547d8eba
IsiXhosa,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,False,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_fal_isixhosa_gr_4-6_web.pdf,82395468302cde906f7bee8d7b24e0182fd48462367ec204b6f83d2c61951670
IsiXhosa,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,False,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_sal_isixhosa_gr_4-6_web.pdf,c18f268850fecaf6dc5d20152102f7d7dab9c3083ee9c63688cd86f66d15195f
IsiXhosa,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,False,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_home_isixhosa_gr_4-6_web.pdf,b58d05385cfe80298d414b3ea54599b37d07a049710fc5bce922c8f29d91bd8e
IsiZulu,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_home_isizulu_gr_4-6_web.pdf,a72ee3bf53767dfda206e58636a2a3c56a50e233a6b3e6b08ce5216c2d94532c
IsiZulu,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_fal_isizulu_gr_4-6_web.pdf,ec4a94d90e64db2f340c61c6490b223234f150b894983d7cc1fb66f7d6a1371d
IsiZulu,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_sal_isizulu_gr_4-6_web.pdf,3b4334954076b25874948abfc3aa2c21c6ea1da6e37f62d90cfe79f75cfc7938
Life Skills,intermediate_grade_4_6,life_skills,Afrikaans,structured_test_or_task,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_afr_lewensvaardighede_gr_4-6_web.pdf,582fc0fea9b4e7aeef11e41935ec38a6d73ee12dd9b14ff27b9a683875680a6a
Life Skills,intermediate_grade_4_6,life_skills,English,practical_investigation,True,False,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_life_skills_gr_4-6_web.pdf,4113b006498494cd90bc5203c88ca2d5a1a1856c42b0274a31cc3f1442412317
Mandarin,intermediate_grade_4_6,other,Unknown,source_based_plus_extended_response,True,True,False,True,True,False,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/mandarin_second_additional_language_caps_grades_4-6.pdf,2595347ee664e27555a18f640d449bb123b7d855700dc71a43aa9b2624a5fed6
Mathematics,intermediate_grade_4_6,mathematics,English,calculation_problem_solving,False,False,False,True,True,False,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_mathematics_gr_4-6_web.pdf,7fec668a6d3b0ed4ae6974a9739970a2128a80553589f682ff5d5bffc02a783e
Mathematics,intermediate_grade_4_6,mathematics,Afrikaans,calculation_problem_solving,False,False,False,True,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_afr_wiskunde_gr_4-6_web.pdf,6613d07e57aaf5c77556728a9275ee71d335f393cca1de1506bc74f47d360aa3
Natural Sciences and Technology,intermediate_grade_4_6,science,Afrikaans,data_diagram_practical_investigation,False,False,False,True,True,True,False,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_afr_natuurwetenskappe_en_tegnologie_gr_4-6_web.pdf,921aa0c853b8044fce1b9a9a6097416a1778a357bbf81e6c040b05f90cad0e8e
Natural Sciences and Technology,intermediate_grade_4_6,science,English,data_diagram_practical_investigation,True,False,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_natural_sciences_technology_web.pdf,4bf95cdcc20b1b7902a9ea65826d83624012b17f39b9d96287e1f18d40105b69
Sepedi,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,True,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_sal_sepedi_gr_4-6_web.pdf,ea618b908c17e84fdeda6c5fe7df6f5f22005e4a8ba58ebfef5be96398bc60bd
Sepedi,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,True,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_fal_sepedi_gr_4-6_web.pdf,0e8e45bcefc2ca8415744021863c70961d9024e65c84000f073ec31fd66ae0a7
Sepedi,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_home_sepedi_gr_4-6_web.pdf,a749622653509f02188841abe7a31bb34a5e47c61ce93ae492d41b0745711119
Serbian,intermediate_grade_4_6,other,Unknown,source_based_plus_extended_response,True,True,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_serbian_home_language_ip.pdf,84d8f62fa5779a36f4ead52e92c8a166dda109be700994681eba95aadddd0099
Serbian,intermediate_grade_4_6,other,Unknown,source_based_plus_extended_response,True,True,False,True,True,False,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_serbian_second_additional_language_ip.pdf,2dd5a778480c90bad963b13cdb10f38a93a57e5b01559ec8bad27f0918abf28c
Sesotho,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,True,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_fal_sesotho_gr_4-6_web.pdf,6fa18ff8ac30b1367d5ec333bcca5510c9d63e4bf9b540094a0a250436fd6e97
Sesotho,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,True,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_home_sesotho_gr_4-6_web.pdf,825cb47e54982beabede0208104c35f44d76bbe0389f5165a453a3c545ac2131
Sesotho,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,True,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_sal_sesotho_gr_4-6_web.pdf,2ac856b1d8d6ed0262cfede2205b86c013974c56487201bf03977677069b16b1
Setswana,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_hlsetswana_web.pdf,e5cd02fec738419f04bc95dc61574154ef3723dc7e793f96ffe8d95da42b107c
Setswana,intermediate_grade_4_6,language,Setswana,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_falsetswana_web.pdf,a6407e635f9f490f9a7cb1c70e4ca432543dc75b80df35ed7b242ee5361081e1
Setswana,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_sal_setswana_web.pdf,33322385cf848ae0c668ad6d0164e64605c2293b6c62d0ce7df2b65c24385125
Siswati,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_sal_siswati_gr_4-6_web.pdf,3712c6f8a5a70f3adbb65c47d227186e58094aef36dcb9f26e9de2f49c7abcbb
Siswati,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_fal_siswati_gr_10-12_web.pdf,03254fa974a88598d8931c5b6119be54aaf1a3e5c99d569150f6f3292e115f2f
Siswati,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_home_siswati_gr_4-6_web.pdf,eb3a547c4b71dfec55d649844d67f9e4df386a2d8d419bded53ac2dfb0460676
Social Sciences,intermediate_grade_4_6,social_sciences,English,source_based_plus_extended_response,True,True,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_social_sciences_web.pdf,8f3d900799c699ba95aa86a38182948fcd970288c4c933006e59ab0122846222
Social Sciences,intermediate_grade_4_6,social_sciences,Afrikaans,practical_investigation,False,False,False,True,True,True,False,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_afr_social_sciences_web.pdf,ad1998ea748fccf12b556c96a5fc4dcfa73b6c32ad9b94f3ffc2fc32367d0dde
Tshivenda,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,False,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_sal_tshivenda_gr_4-6_web.pdf,89f94a11fa2786c92e41ab2a7a73a615fe20be9e24d2575d6736e822b2dbc298
Tshivenda,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,False,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_fal_tshivenda_gr_4-6_web.pdf,698dde75312c62297ed253226864a76c72f025f9a09f566417ab6719cd9bbf39
Tshivenda,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_home_tshivenda_gr_4-6_web.pdf,0659a0dc3ba062cef447cc299dd29c7bb5e849495237fa679c63c63dac09b341
Xitsonga,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_home_xitsonga_gr_4-6_web.pdf,62c7f22fe922fd22fc178e6251d62ae6819661aee2ab47b93b2e607663a484aa
Xitsonga,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_sal_xitsonga_gr_4-6.pdf,ef5b702d232fafdc35e5d14728051144f8465e132ac144f48b60555c3e1fe51a
Xitsonga,intermediate_grade_4_6,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/intermediate_grade_4_6/caps_ip_fal_xitsonga_gr_4-6_web.pdf,b9a6aa970e1ee4da64d099e08954bffef67ea0b0fd112541e6541c2cf7bb2dc2
2020 Amendments: Art Subjects,policy_and_support,other,Unknown,source_based_plus_extended_response,True,True,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/policy_and_support/art_subjects-caps_14_dec_2020.pdf,9857e7201e46e79fa77a4b999e3b524be5b9cb085eaeb10b5714d6c558540749
2020 Amendments: Grade 12 Abridged Section 4,policy_and_support,other,Unknown,source_based_plus_extended_response,True,True,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/policy_and_support/grade_12_abridged_section_4_caps_-14_dec_2020.pdf,e744f754cc5f73886eb5cf614b120e3d6af33c6a0b2dc4cea878a2e5d876a00d
Amendment: CAT CAPS 2024 -Section 3,policy_and_support,other,Unknown,practical_investigation,False,False,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/policy_and_support/cat_caps_2024_-section_3.pdf,40348440736d83437b369eb7fe1b5e31d769b13e0bdc746a688a51102a8fce4a
Amendment: IT CAPS 2024 -Section 3,policy_and_support,other,Unknown,practical_investigation,True,False,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/policy_and_support/it_caps_2024_-section_3.pdf,b44a1f8fcb15ee490e52fb706bf6b9c45e90345f6f1037d2e7994f31bda73a22
CAPS Errata: African Languages,policy_and_support,other,isiNdebele,project_or_sba_task,False,True,False,True,False,True,True,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/policy_and_support/caps_errata_african_languages.pdf,d1d94f71a43d31c8a34b36a95b0aaf5643dcabf908021ee49903b5ef2ecc84e5
CAPS Errata: Grade 12 and SP,policy_and_support,other,Afrikaans,source_based_plus_extended_response,True,True,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/policy_and_support/caps_errata_grade_12_and_sp.pdf,f7249adcbf8bcbbb87bf917bd84ab2f0ad8155e2950397bc68b4f6bdc0c5cbaf
Guidelines for responding to learner diversity through CAPS,policy_and_support,other,English,practical_investigation,True,False,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/policy_and_support/guidelines_for_responding_to_learner_diversity_through_caps_final.pdf,35622e367dc93776b486c2af137788d70b7d1e584767c9b3cdffcc8e32f25254
Guidelines to strengthen CAPS Implementation 2017: GET,policy_and_support,other,Unknown,source_based_plus_extended_response,True,True,True,True,True,True,True,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/policy_and_support/s1_2017_annexure_a_get_guidelines_to_strengthen_caps_section_4.pdf,df293de4e80399581ea4ae7390a6f2c4060b224187d86be22c0e860e4f1a0a2a
Afrikaans,senior_grade_7_9,language,Afrikaans,language_integrated_assessment,False,False,True,True,True,False,False,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_fal_afrikaans_gr_7-9_web.pdf,873d187df761acaf8795710556d8f22fb6ba271db3dd66eed9beb365d03bcbc7
Afrikaans,senior_grade_7_9,language,Afrikaans,language_integrated_assessment,False,False,True,True,True,False,False,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_home_afrikaans_gr_7-9_web.pdf,48db5ba6f14127fc7c266326ae820498f9efdaec372d7f1a8440f9fe88c21815
Afrikaans,senior_grade_7_9,language,Afrikaans,language_integrated_assessment,False,True,False,True,True,False,False,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_afrikaans_sal_web.pdf,1af5dc56e8701f2eeecca55d3375f0baf7d2362e2cd2c37f28118755d7a6a87a
Creative Arts,senior_grade_7_9,other,English,practical_investigation,True,False,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_creative_arts_gr_7-9_web.pdf,eabc3325fc1569737f31c4e694e27bfc271bca3c2a6be4eb4de049b46cd30f14
Economics Management and Science,senior_grade_7_9,commerce,English,case_study_structured_questions,True,False,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_ems_web.pdf,313a25bf38f59a24df8180453aab57aa573d8aaf2564af4a342d0df2456ad8ea
Ekonomiese en bestuurswetenskaap (Ecomonics Management and Science),senior_grade_7_9,language,Afrikaans,language_integrated_assessment,False,False,True,True,False,False,False,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_ems_afrikaans_gr_7-9.pdf,85189fb6c900c13fbf589273dff2a5ed45aee1d3b8b77c90f2c6d8d603b20b78
English,senior_grade_7_9,language,English,language_integrated_assessment,True,False,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/sp_coding_and_robotics_caps_2025.pdf,04ae21e3899fa9df3c52c243c0b5d876fccadd89c8af63ab66d02d40c5ac6036
English,senior_grade_7_9,language,English,language_integrated_assessment,True,True,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_hl_english_gr_7-9_web.pdf,813b0169129ac04412e13c4afbc466210de903eb3a798a3adada0abe195c3f42
